stars,forks,watchers,open_issues,size
4955,557,4955,27,6658
4955,561,4955,64,21879
4954,2050,4954,23,116
4953,312,4953,239,20007
4952,404,4952,122,2365
4952,596,4952,35,24428
4951,1045,4951,2036,5504
4950,801,4950,6,169
4950,497,4950,72,161009
4949,1050,4949,486,22189
4949,5263,4949,13,152888
4948,213,4948,143,207023
4948,546,4948,60,68368
4948,1562,4948,307,72504
4948,1013,4948,11,18672
4947,989,4947,99,642
4947,747,4947,16,20623
4946,1095,4946,54,833
4946,471,4946,255,6007
4945,212,4945,47,556
4944,483,4944,5,20
4943,875,4943,63,389
4943,151,4943,118,22067
4942,476,4942,28,729
4940,328,4940,218,5740
4940,566,4940,180,58544
4939,863,4939,732,140745
4939,957,4939,35,40
4939,526,4939,81,18004
4938,775,4938,363,54031
4938,564,4938,228,3319
4938,1409,4938,17,3975
4937,549,4937,217,52131
4937,1753,4937,340,3034
4937,927,4937,221,5899
4937,503,4937,5,62
4937,1163,4937,227,35234
4935,689,4935,41,45683
4935,780,4935,101,54016
4934,299,4934,37,2859
4934,1601,4934,4,64310
4934,1234,4934,215,104564
4933,2044,4933,43,1183695
4931,574,4931,43,328
4931,425,4931,11,193
4930,1064,4930,113,3714
4930,309,4930,1214,206
4930,364,4930,157,8451
4928,238,4928,142,53292
4928,471,4928,33,387
4927,996,4927,2,7150
4926,594,4926,156,6702
4926,820,4926,5,481
4926,926,4926,151,10
4925,271,4925,127,19305
4925,856,4925,3,246138
4925,1143,4925,43,31573
4925,944,4925,17,59
4924,486,4924,111,6186
4924,1226,4924,225,52490
4924,304,4924,38,35271
4923,1181,4923,301,1261
4922,400,4922,80,51130
4922,797,4922,5,438
4921,532,4921,78,32110
4921,554,4921,18,964
4921,1582,4921,91,5762
4920,332,4920,131,192706
4919,599,4919,5,2059
4918,2446,4918,13,15644
4918,395,4918,188,1472
4918,960,4918,24,111884
4918,867,4918,136,1580
4918,312,4918,23,1436
4917,911,4917,503,2271
4917,724,4917,252,8129
4915,719,4915,10,687
4915,1230,4915,243,20642
4914,323,4914,9,200
4913,614,4913,45,1384
4911,332,4911,106,400
4909,456,4909,8,11514
4908,1462,4908,8,3308
4908,1135,4908,274,1104
4907,521,4907,400,19581
4906,333,4906,177,468
4905,517,4905,1,757
4905,636,4905,61,3685
4905,566,4905,135,248
4905,807,4905,5,4288
4905,1340,4905,16,10634
4904,1019,4904,26,219
4904,667,4904,268,601
4904,955,4904,44,12681
4904,589,4904,10,8678
4903,1096,4903,19,51776
4902,838,4902,97,27847
4902,480,4902,201,7299
4901,164,4901,110,2128701
4901,1918,4901,48,7006
4901,756,4901,143,13700
4900,572,4900,98,98678
4900,657,4900,59,16090
4900,751,4900,98,762
4899,1465,4899,105,15736
4899,577,4899,53,5379
4897,1555,4897,3,1179
4897,47,4897,1,60
4897,436,4897,9,84
4897,1154,4897,61,49872
4897,293,4897,4,61
4894,162,4894,96,17463
4892,515,4892,12,11622
4892,484,4892,26,6541
4892,487,4892,102,68922
4892,1613,4892,22,348
4892,794,4892,141,21007
4890,1842,4890,33,451
4890,883,4890,28,48149
4889,666,4889,30,2949
4888,361,4888,123,15712
4888,324,4888,100,609537
4888,2037,4888,211,7353
4888,794,4888,16,2546
4887,1736,4887,373,108865
4887,860,4887,8,26341
4887,1571,4887,209,30072
4887,170,4887,8,39257
4886,2947,4886,346,816
4887,198,4887,49,4644
4885,290,4885,28,2745
4885,877,4885,406,21988
4884,402,4884,245,4973
4884,821,4884,85,14808
4883,569,4883,157,113
4883,341,4883,27,1371
4882,677,4882,324,323173
4882,2063,4882,415,183277
4882,628,4882,353,579240
4881,1315,4881,22,11755
4881,221,4881,183,9578
4879,3621,4879,55,269425
4878,828,4878,197,9413
4875,1015,4875,118,2522
4875,627,4875,96,4822
4875,1148,4875,71,10127
4874,433,4874,26,1157464
4874,1542,4874,17,36662
4872,364,4872,15,211
4872,521,4872,55,1519
4870,164,4870,4,165
4869,1175,4869,181,7259
4869,2904,4869,0,3960
4868,1266,4868,21,229
4868,613,4868,38,11420
4866,3176,4866,173,484167
4866,953,4866,255,4252
4866,280,4866,42,30382
4866,630,4866,145,323183
4865,471,4865,41,22213
4865,249,4865,64,1175
4865,1817,4865,22,212405
4865,560,4865,194,10226
4865,372,4865,0,2388
4864,4743,4864,13,794800
4863,255,4863,20,17941
4863,767,4863,9,641
4862,310,4862,207,87473
4862,1007,4862,66,179425
4861,1455,4861,11,63234
4861,2103,4861,0,226892
4860,461,4860,1,3855
4859,487,4859,110,152310
4859,484,4859,26,2861
4856,80,4856,5,8638
4855,658,4855,29,1513
4855,713,4855,68,7790
4854,449,4854,93,979
4853,1947,4853,72,549770
4852,505,4852,7,1247
4852,539,4852,88,1121
4852,214,4852,55,2759
4851,1085,4851,188,223564
4851,1114,4851,152,960
4850,658,4850,5,2427
4849,1497,4849,105,2267
4848,1281,4848,29,12859
4847,410,4847,79,10865
4847,107,4847,88,4265
4846,1476,4846,180,4815
4845,713,4845,117,1724
4845,468,4845,113,15748
4844,297,4844,206,174583
4844,2179,4844,462,1293521
4844,1127,4844,1,97
4844,655,4844,76,8789
4843,437,4843,83,699
4843,2309,4843,2,31214
4842,725,4842,7,80
4842,735,4842,80,25006
4842,605,4842,189,2967
4841,1293,4841,2,495
4841,1317,4841,87,984
4840,1530,4840,148,1178179
4838,1198,4838,6,65
4837,1250,4837,100,48171
4837,1538,4837,98,27785
4837,4000,4837,36,2302
4837,813,4837,16,1470
4836,311,4836,11,195
4836,1125,4836,495,59013
4835,1261,4835,528,41389
4834,698,4834,20,21550
4833,386,4833,47,20557
4833,1203,4833,506,4480
4833,625,4833,8,1890478
4832,1371,4832,14,5354
4832,349,4832,23,41000
4831,1076,4831,90,53746
4830,352,4830,53,19536
4830,845,4830,12,8926
4830,892,4830,7,36
4827,1086,4827,43,28317
4827,1316,4827,1209,126801
4827,4420,4827,96,648235
4825,1708,4825,345,3443
4825,425,4825,23,264
4824,1774,4824,1,9163
4824,1093,4824,36,2606
4823,876,4823,8,1489
4823,1150,4823,32,11884
4822,2846,4822,12,2155
4822,213,4822,24,412
4822,607,4822,29,15994
4822,1673,4822,375,30354544
4822,866,4822,21,1458
4820,201,4820,193,45041
4819,904,4819,75,1352332
4818,563,4818,8,628
4818,155,4818,2,2962
4816,747,4816,11,236467
4815,1514,4815,555,3744
4815,205,4815,14,45
4814,671,4814,16,1921
4814,757,4814,19,3090
4813,289,4813,13,4425
4813,370,4813,8,321
4813,360,4813,126,9471
4813,606,4813,138,45410
4813,155,4813,7,741
4813,691,4813,250,29014
4812,830,4812,50,19947
4811,434,4811,46,394847
4809,886,4809,42,47596
4809,442,4809,137,632
4809,533,4809,244,1161
4808,323,4808,126,4975
4808,1480,4808,11,83
4807,2418,4807,8,478
4806,466,4806,3,11039
4806,541,4806,116,9345
4806,1118,4806,5,1018
4805,218,4805,955,68128
4805,1180,4805,1929,63963
4804,1211,4804,13,191486
4804,694,4804,6,6257
4804,624,4804,266,33147
4803,602,4803,96,10867
4803,759,4803,81,33570
4802,1577,4802,1,142966
4802,587,4802,10,6884
4802,341,4802,38,2250
4800,1685,4800,284,2363
4800,430,4800,70,3704
4800,409,4800,37,752
4800,3270,4800,16,11554
4800,825,4800,23,15050
4800,136,4800,34,55883
4799,1070,4799,20,9333
4799,1163,4799,18,204061
4798,479,4798,161,329053
4797,584,4797,40,9060
4797,936,4797,164,7700
4797,2551,4797,88,41
4796,669,4796,375,4581616
4796,415,4796,103,24180
4796,565,4796,81,2316
4796,200,4796,6,110
4795,1346,4795,87,145926
4795,582,4795,20,1237
4794,358,4794,141,6668
4794,207,4794,281,33443
4793,770,4793,18,6550
4793,754,4793,2,174
4792,705,4792,2,2844
4792,606,4792,199,8778
4792,232,4792,86,512
4791,282,4791,274,2669
4790,407,4790,60,19310
4790,933,4790,1,6179
4789,1338,4789,6,95384
4788,1431,4788,10,463
4787,969,4787,13,38342
4787,777,4787,221,29865
4784,1015,4784,38,97
4784,959,4784,226,95682
4784,1574,4784,53,93
4784,486,4784,3,365
4783,277,4783,31,64
4782,1718,4782,19,6783
4781,770,4781,26,8901
4781,483,4781,18,1185
4780,1177,4780,257,3282
4780,664,4780,23,839
4780,634,4780,2,452
4779,599,4779,42,111
4779,430,4779,64,265
4778,1444,4778,11,109659
4776,1154,4776,107,878
4776,90,4776,14,795
4776,628,4776,162,1995
4775,1381,4775,55,17904
4775,685,4775,8,3510
4774,739,4774,29,75591
4774,247,4774,41,7410
4773,1321,4773,275,27381
4772,820,4772,56,32187
4772,700,4772,809,163258
4772,281,4772,210,6260
4772,1258,4772,17,77550
4771,362,4771,18,276
4770,547,4770,139,16918
4769,869,4769,11,6169
4769,729,4769,87,520
4769,1073,4769,0,54098
4768,684,4768,23,14494
4767,358,4767,54,22196
4767,586,4767,4,79
4766,3196,4766,1,16052
4766,668,4766,9,70520
4765,243,4765,72,39669
4764,618,4764,1,45
4764,1728,4764,320,1490
4763,320,4763,66,300
4763,361,4763,22,6349
4762,799,4762,30,32411
4762,355,4762,58,11269
4761,1157,4761,71,418
4760,338,4760,112,2635
4760,857,4760,41,20112
4758,173,4758,35,3695
4758,373,4758,0,144
4757,472,4757,292,21627
4757,1062,4757,93,12540
4756,263,4756,232,1195
4755,929,4755,0,313
4755,1103,4755,193,1787
4754,1182,4754,54,225
4754,442,4754,23,578
4753,354,4753,48,583
4753,342,4753,32,3543
4753,275,4753,51,20369
4752,916,4752,340,15756
4751,709,4751,10,2978
4751,575,4751,608,52211
4750,794,4750,290,36776
4750,646,4750,146,6745
4749,196,4749,52,9352
4748,2262,4748,6,83065
4748,234,4748,46,53714
4748,3015,4748,177,63749
4747,202,4747,315,12665
4746,1914,4746,252,43829
4746,801,4746,62,4376
4746,444,4746,64,56435
4746,962,4746,256,11552
4746,1193,4746,50,5302
4745,413,4745,275,595
4745,340,4745,91,2832
4743,2419,4743,91,19864
4743,321,4743,342,274339
4743,930,4743,39,4842
4742,5,4742,0,40
4742,238,4742,7,19436
4742,3570,4742,35,377195
4741,2022,4741,1085,108454
4740,1111,4740,20,906
4740,286,4740,19,350960
4740,520,4740,232,4770
4739,334,4739,115,19184
4738,332,4738,48,693
4737,1635,4737,41,13991
4737,273,4737,10,27798
4737,156,4737,12,491
4737,457,4737,0,25376
4737,1053,4737,178,256
4737,471,4737,75,3587
4736,1047,4736,1,331077
4735,1463,4735,29,398
4735,892,4735,208,52356
4735,3641,4735,75,3020
4734,233,4734,35,64562
4734,625,4734,161,7925
4734,5967,4734,1,691359
4733,597,4733,175,3617
4733,1542,4733,2,14626
4733,275,4733,510,6408
4733,739,4733,317,3667
4733,265,4733,29,2066
4732,1685,4732,12,143
4731,941,4731,171,732
4730,5621,4730,26,21313
4729,763,4729,272,35825
4729,896,4729,27,143931
4728,552,4728,2,105
4728,324,4728,31,1412
4727,700,4727,44,764
4727,612,4727,1070,2190
4727,981,4727,175,5857
4727,541,4727,125,21171
4727,1190,4727,327,46937
4727,546,4727,59,28894
4726,484,4726,139,798
4725,291,4725,4,179
4723,372,4723,75,112556
4723,1747,4723,9,7990
4723,214,4723,118,136487
4722,139,4722,10,4195
4722,234,4722,120,34323
4721,1194,4721,1,324
4718,390,4718,24,3677
4717,1109,4717,2,7971
4716,731,4716,64,2911
4716,324,4716,68,185911
4715,1119,4715,12,104
4714,708,4714,36,120
4713,1180,4713,15,18916
4713,2155,4713,14,16157
4713,2199,4713,82,62584
4713,372,4713,268,55024
4712,187,4712,132,694
4712,1062,4712,334,18083
4712,317,4712,18,634
4710,768,4710,398,5065
4709,450,4709,38,246
4708,246,4708,58,43049
4708,292,4708,48,44
4708,775,4708,44,1806
4707,1133,4707,288,242851
4707,1063,4707,49,13393
4707,1407,4707,145,852
4707,1369,4707,2123,41209
4707,928,4707,577,4105
4706,1093,4706,44,3513
4704,356,4704,78,51934
4704,303,4704,66,32643
4702,871,4702,174,10216
4702,1209,4702,21,4741
4700,537,4700,190,2981
4700,691,4700,2,119
4700,1765,4700,102,192193
4699,667,4699,43,1037464
4698,1515,4698,5,18526
4698,173,4698,9,32
4698,562,4698,60,468
4698,1196,4698,115,724
4697,1042,4697,467,42107
4697,235,4697,47,84487
4697,1504,4697,4,1088035
4696,484,4696,1,20797
4696,1421,4696,387,59036
4696,330,4696,56,20347
4696,1280,4696,397,21708
4695,166,4695,80,4828
4695,913,4695,29,4329
4695,2868,4695,18,576
4695,636,4695,316,1219235
4695,573,4695,1,308
4694,952,4694,166,13949
4694,570,4694,237,537
4693,262,4693,170,1207
4692,567,4692,77,8471
4692,1003,4692,0,90
4692,1213,4692,183,30628
4691,431,4691,43,104944
4691,143,4691,0,200
4690,503,4690,64,3852
4689,216,4689,9,3487
4688,361,4688,4,1998
4688,746,4688,178,160870
4688,1457,4688,117,1541
4687,1197,4687,6,2922
4687,282,4687,76,2141
4686,846,4686,44,178806
4686,625,4686,85,6197
4685,651,4685,17,12511
4685,1615,4685,92,162621
4684,1057,4684,208,203850
4682,1011,4682,759,40241
4682,388,4682,52,120
4682,1174,4682,51,469
4682,1971,4682,53,5748
4681,617,4681,8,15061
4680,441,4680,98,4971
4680,662,4680,44,60640
4680,876,4680,208,24346
4680,469,4680,48,1767
4679,266,4679,0,147
4679,744,4679,2,217
4678,625,4678,21,10233
4678,1087,4678,44,2710
4678,1124,4678,29,507
4678,1693,4678,37,928
4677,577,4677,17,218
4677,238,4677,67,3230
4677,362,4677,271,5656
4677,282,4677,35,35827
4675,1691,4675,16,5759
4675,928,4675,418,7373165
4674,1292,4674,17,2189
4674,1309,4674,125,73760
4673,520,4673,10,6640
4672,493,4672,262,5006
4671,348,4671,123,787848
4671,459,4671,4,304
4670,1788,4670,291,32081
4668,357,4668,40,3800
4667,969,4667,110,2001
4667,590,4667,2,34191
4667,1905,4667,8,27033
4664,895,4664,1,92730
4663,1523,4663,80,573539
4663,909,4663,769,28960
4662,1794,4662,315,250214
4662,14494,4662,7,4872
4662,550,4662,8,8282
4662,647,4662,19,28989
4661,498,4661,30,104
4661,505,4661,40,3581
4660,837,4660,142,6286
4660,519,4660,64,2916
4659,1007,4659,131,618
4659,544,4659,10,37542
4659,686,4659,1,8640
4659,830,4659,134,3402
4658,4094,4658,546,7273
4658,417,4658,80,8498
4658,514,4658,0,261
4658,1712,4658,125,0
4658,1429,4658,19,1398
4657,324,4657,303,12952
4656,229,4656,10,6404
4656,1907,4656,22,18187
4656,1243,4656,123,90853
4655,1544,4655,62,164403
4654,1040,4654,404,10910
4653,860,4653,48,417016
4653,485,4653,36,1121
4652,394,4652,116,7557
4652,1125,4652,10,975
4652,714,4652,202,44449
4652,756,4652,51,11321
4651,423,4651,37,17715
4650,1100,4650,444,155894
4650,943,4650,346,188092
4648,454,4648,52,1899
4648,784,4648,150,57905
4648,844,4648,60,8530
4647,1545,4647,118,9227
4646,1173,4646,176,2284
4645,321,4645,46,1009
4645,634,4645,95,936
4645,146,4645,14,587
4644,346,4644,54,6354
4643,414,4643,57,4064
4643,871,4643,41,236
4643,1361,4643,91,1191
4642,1105,4642,37,966
4642,689,4642,8,25392
4642,535,4642,16,51844
4641,3097,4641,30,8209
4641,463,4641,82,22756
4640,235,4640,43,103
4639,892,4639,81,30129
4639,299,4639,46,1003
4638,224,4638,30,20890
4638,685,4638,70,50760
4637,866,4637,24,12157
4637,181,4637,4,760
4637,1201,4637,205,39700
4636,1147,4636,92,171
4634,510,4634,24,1819
4634,498,4634,3,79
4633,715,4633,96,5399
4633,515,4633,41,6450
4633,748,4633,199,15908
4633,1633,4633,57,53906
4632,209,4632,14,216
4632,1332,4632,167,247750
4631,1760,4631,50,3525
4630,290,4630,53,352430
4630,188,4630,59,1555
4629,928,4629,263,23919
4629,588,4629,190,44943
4628,476,4628,96,2512
4628,685,4628,715,53204
4627,1555,4627,48,514429
4626,253,4626,15,354
4626,292,4626,95,2995
4625,996,4625,25,1743
4625,386,4625,37,108
4625,560,4625,161,8749
4623,585,4623,6,3970
4621,124,4621,13,56
4620,393,4620,33,5129
4619,1085,4619,85,3698
4619,1050,4619,72,5159
4619,410,4619,3,83
4619,1267,4619,9,6767
4618,334,4618,172,1130
4618,476,4618,37,24
4618,458,4618,459,7787
4618,722,4618,159,100805
4617,218,4617,30,13258
4617,1008,4617,929,204317
4617,293,4617,7,25025
4617,1842,4617,48,56925
4616,804,4616,9,217
4616,2419,4616,756,6032
4616,234,4616,2,925
4616,1151,4616,0,5787
4616,1125,4616,649,134921
4616,882,4616,91,4949
4614,443,4614,115,5826
4614,1116,4614,24,11147
4614,593,4614,425,4106
4613,283,4613,58,5550
4613,636,4613,143,190586
4612,276,4612,103,52860
4612,802,4612,104,214791
4612,177,4612,105,1068
4612,320,4612,3,573
4610,167,4610,2,4399
4609,974,4609,73,138079
4608,4143,4608,1874,3999790
4607,823,4607,0,34521
4606,154,4606,27,19798
4606,1497,4606,213,2104005
4606,806,4606,1,490
4605,472,4605,719,19323
4605,363,4605,129,9200
4605,2037,4605,5,8928
4604,472,4604,3,129
4604,742,4604,287,10843
4604,557,4604,17,337
4603,1076,4603,3,128
4603,608,4603,62,204
4603,753,4603,0,1874
4602,1161,4602,51,5721
4601,1491,4601,21,6397
4601,1791,4601,107,218876
4600,864,4600,39,13115
4600,261,4600,4,1679
4600,1497,4600,163,3802
4599,677,4599,20,5370
4598,554,4598,103,2724
4598,788,4598,16,239
4598,1608,4598,14,8724
4597,431,4597,5,754
4596,874,4596,264,253170
4595,628,4595,561,92752
4595,1544,4595,25,321
4595,634,4595,19,1091
4595,2626,4595,340,15852
4595,370,4595,12,11283
4595,258,4595,25,841
4595,1074,4595,1239,280915
4594,1231,4594,4,143301
4594,450,4594,6,535052
4594,371,4594,44,170
4594,312,4594,76,15282
4593,681,4593,1,231
4592,442,4592,21,79844
4591,1373,4591,2,76
4591,966,4591,6,25982
4591,1291,4591,588,77403
4590,269,4590,20,411
4590,577,4590,165,43917
4590,329,4590,49,1646
4589,372,4589,62,20595
4589,627,4589,16,25700
4588,347,4588,227,71669
4588,453,4588,180,56237
4588,699,4588,79,116576
4586,1058,4586,274,2087
4586,561,4586,2,243
4586,641,4586,17,30278
4585,207,4585,97,9215
4585,422,4585,57,8970
4584,255,4584,3,1046
4584,658,4584,70,50079
4584,278,4584,145,27732
4584,715,4584,128,7523
4584,725,4584,44,2335
4582,618,4582,1,53
4582,875,4582,29,18263
4582,2405,4582,452,26630
4582,588,4582,416,34753
4582,450,4582,16,6329
4582,2039,4582,58,2064
4581,1072,4581,30,1313
4581,244,4581,41,2112
4581,395,4581,22,14088
4580,350,4580,77,53843
4580,434,4580,138,215678
4580,345,4580,5,200693
4579,324,4579,56,12848
4577,254,4577,26,628
4577,604,4577,103,3993
4576,2147,4576,386,109026
4575,320,4575,29,2084
4575,990,4575,2,10873
4574,974,4574,364,112479
4574,1930,4574,9,8391
4574,949,4574,114,151820
4574,311,4574,132,1523
4572,588,4572,55,1931282
4571,601,4571,11,3657
4571,553,4571,53,33988
4571,1644,4571,41,62804
4570,954,4570,270,11332
4569,823,4569,189,241300
4568,1257,4568,204,3045
4567,610,4567,8,496
4566,745,4566,455,31357
4566,232,4566,20,5917
4566,238,4566,66,24719
4566,285,4566,11,181
4566,1033,4566,72,71355
4565,347,4565,33,620
4565,291,4565,67,17411
4565,2247,4565,27,4353
4565,1616,4565,25,676
4564,4084,4564,125,2697
4563,645,4563,644,50144
4563,1650,4563,878,21470
4562,890,4562,178,49310
4561,222,4561,16,92
4559,933,4559,42,5697
4558,1729,4558,66,23410
4558,835,4558,414,3248
4558,297,4558,22,17937
4558,333,4558,18,238
4558,718,4558,107,11666
4558,346,4558,24,2159
4557,545,4557,0,4144
4556,746,4556,182,17734
4556,978,4556,81,100345
4556,495,4556,86,11613
4556,322,4556,138,307994
4556,484,4556,25,2714
4555,1992,4555,11,113415
4554,867,4554,109,9524
4554,538,4554,22,440
4554,282,4554,456,28072
4553,395,4553,255,18285
4553,1510,4553,25,15827
4553,635,4553,25,14535
4552,82,4552,17,9521
4551,2559,4551,13,2495
4551,1200,4551,49,3483
4550,714,4550,135,27393
4550,1067,4550,3,2452
4549,689,4549,109,5791
4548,298,4548,15,158857
4549,437,4549,15,3286
4548,233,4548,30,802
4547,487,4547,69,36261
4547,362,4547,50,7093
4547,362,4547,21,1156
4547,222,4547,75,2879
4547,312,4547,255,29828
4546,614,4546,54,363
4546,273,4546,66,14828
4545,655,4545,83,148135
4545,830,4545,1,15571
4545,419,4545,25,22540
4545,1256,4545,170,70
4544,606,4544,152,1931
4543,2125,4543,2,504090
4543,218,4543,181,18809
4543,1092,4543,132,2835
4543,2554,4543,31,18383
4542,1223,4542,56,6358
4542,715,4542,6,229
4542,880,4542,45,10996
4541,707,4541,46,2813
4541,336,4541,85,9948
4541,365,4541,50,121
4541,457,4541,82,5959
4540,1115,4540,119,64523
4540,293,4540,35,784
4539,1007,4539,350,6216
4539,176,4539,158,29911
4539,936,4539,112,107266
4539,587,4539,385,5451
4539,472,4539,30,1601
4538,1664,4538,51,23686
4537,1,4537,9,398
4535,123,4535,86,590
4535,1038,4535,242,250051
4535,476,4535,113,6566
4535,1297,4535,130,20344
4535,1276,4535,4,31394
4534,252,4534,39,1479
4534,994,4534,44,5212
4534,1473,4534,23,179879
4533,1250,4533,175,1313
4533,1173,4533,17,25350
4532,435,4532,3,26388
4532,216,4532,138,9493
4532,1699,4532,103,2855
4532,852,4532,367,72718
4532,1792,4532,124,116242
4531,372,4531,228,119121
4531,397,4531,41,3668
4531,1174,4531,2,6509
4530,353,4530,188,4782
4529,373,4529,99,4769
4529,1335,4529,132,36291
4528,514,4528,160,29823
4528,296,4528,144,7
4528,495,4528,36,36318
4527,400,4527,39,3238
4526,176,4526,21,1388
4526,560,4526,117,25581
4526,1225,4526,10,25356
4525,1463,4525,28,3865
4525,1449,4525,515,58709
4525,226,4525,11,5287
4525,601,4525,341,9342
4524,488,4524,305,20873
4524,760,4524,310,10190
4523,637,4523,532,335172
4523,622,4523,175,463
4523,1009,4523,611,47999
4522,856,4522,297,12108
4522,136,4522,70,3855
4522,463,4522,32,6836
4522,446,4522,76,18180
4522,378,4522,44,376
4521,360,4521,67,126
4521,1299,4521,284,12252
4520,1741,4520,0,302
4519,633,4519,64,23797
4519,431,4519,52,14078
4519,350,4519,23,377
4518,620,4518,197,1178
4517,1438,4517,2,270
4516,304,4516,3,1188
4515,2213,4515,28,528
4515,996,4515,180,197558
4515,796,4515,3314,304770
4515,509,4515,73,8727
4515,254,4515,65,12316
4514,409,4514,274,158646
4514,1569,4514,42,1207
4513,312,4513,6,2055
4512,578,4512,15,17825
4511,412,4511,5,86818
4510,791,4510,2,911
4510,2283,4510,2,3530
4509,1469,4509,20,146220
4509,665,4509,90,3199
4509,326,4509,88,13909
4508,573,4508,98,80585
4508,261,4508,275,44798
4507,607,4507,16,1658
4507,1656,4507,1,44923
4507,321,4507,32,154
4507,374,4507,147,56104
4506,288,4506,6,1718
4506,2166,4506,331,32435
4506,1906,4506,101,28184
4506,749,4506,0,21959
4505,1020,4505,57,4117
4505,499,4505,0,6388
4505,958,4505,29,329594
4504,636,4504,315,3544
4504,314,4504,109,1181
4503,887,4503,89,8430
4502,1735,4502,44,169205
4502,324,4502,65,28365
4502,191,4502,39,13954
4502,1412,4502,110,1857
4502,297,4502,21,783
4502,1014,4502,40,3805
4501,1261,4501,402,660291
4500,338,4500,43,13
4500,249,4500,1,145
4499,366,4499,0,3565
4498,2063,4498,749,53974
4496,2410,4496,54,0
4494,168,4494,169,2710
4494,157,4494,31,1697
4494,638,4494,52,116
4493,156,4493,21,4876
4493,579,4493,170,397116
4493,697,4493,38,4753
4492,1155,4492,995,5148685
4492,457,4492,186,307884
4492,379,4492,32,34652
4492,600,4492,4,22173
4491,519,4491,1,10401
